wallet_address,trade_volume_usd,trade_count,sol_balance,avg_trade_size_usd,unique_tokens_traded,distinct_transactions
RFSqPtn1JfavGiUD4HJsZyYXvZsycxf31hnYfbyG6iB,19886.83,21,,946.99,2,21
AXkAN8jcv9KZbwqJY2A6FfhjJizP3Sz4KckH1uMAQtEP,6192.42,12,,516.03,2,12
3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE,39487.85,58,,680.82,7,58
HdKJM6Lvfp9aV9tvEMC8AD4GnsbFgMUkHLoK923Sn1ET,44514.83,57,,780.96,10,57
pJcdqfbDu6i4kEgAd3tHfBtTyFreLxhM3ME1eEcaASk,46743.51,68,,687.4,6,68
FTiA4rwsxaq5xAhhdC42wLT1MykVavFy8DQD29UbPwAg,15821.49,26,,608.52,5,26
A8H8D8WegN7MgMdRAVYWU2uAcSTfZaC3c6pyLDF8CFXv,48610.8,58,,838.12,10,58
FgLEQNMHeSWqhLwznQkZ4fdmgAjTJSrfFXggN3GcLYuC,25781.91,39,,661.07,2,39
7wxKPJdSduywAgJ2QbZUCyy76N4mTQYRtCSriptcZCZ9,11016.74,18,,612.04,3,18
3AhWZkGpcBTsxJqc4vkh1YiLX8AtvxWfMXZNgLuhV16T,6618.57,11,,601.69,2,11
BvrpYPcHTtNXDyMfjYgZSfh6WydcToVrmvNAx2T3Pw3E,19743.49,26,,759.36,3,26
3kqk7FSxfj2ub1wBjwFD3B7XJg8EjLz1s5MAau3hgusW,42446.15,61,,695.84,7,61
AMovc2V1zKen5qFeMdMT8sQfr56hmqih5oHznGmkFRMC,19597.29,22,,890.79,5,22
CmJ6gGVP4q8FeFtqs5D15W4AyxUiveTqVdMavUNEgw1J,12290.21,11,,1117.29,2,11
D52iQof6jvthfFbPLQXNq3i9a6hrWpQ96Z8btwbU3Eza,8208.94,12,,684.08,2,12
9bCtS54h3Ncgfi2P2zEuq51knnAsxT83qe4WkSCtBWeV,17695.73,27,,655.4,2,27
5oYs27exQdpwFu193jGcHERuzt56QSQoLkd9A48bSuPR,22382.0,37,,604.92,7,37
8PdNfSNdxxDYaESnCWFkD9fnPtbscgTNazds6RxNfD4i,23057.19,40,,576.43,2,40
EDXHdSFdadFbYFFjxPXBqMe1kCEDFqpPu552uvp48HR8,10936.91,17,,643.35,3,17
JCuZHPDXAEZXwRMSkZ9ddWQswTrBbMh9ZZNeDi4tcoUN,26321.05,16,,1645.07,2,16
cV3Ffj3nVCpbXEwdgefbxtvmQ8sazb9TF3R2auZ1PdG,46873.16,35,,1339.23,3,35
337oAokqtrZXJmChNaNfPWjjNefufMs81Fhhz6TBp777,18546.5,17,,1090.97,2,17
4GKCQfke5Kwixmr2bz195XgLfT6gb6RhmBJ9383BP3xm,16080.07,27,,595.56,3,27
EATuKMS7nbWgM719hfJYBXspVpgUxjHhdqxPBkDFNPzz,14691.03,20,,734.55,2,20
39LU5MN3Hizcdwdhgk3sSEYA3Fx6Bqz38fXDFqPqaA5V,6058.36,11,,550.76,2,11
hnu5iBK8UoHb51UFsH1RYTUAYdrhjHvV5YMTf9T1CYN,39404.83,27,,1459.44,2,27
7tK5bcUSVY2in5c58JFGR7vEBFxGUMgUcAChh3XutzvX,38185.58,55,,694.28,2,55
AURAE3rU9bjmkqGcdSWuz61UL4fV7TFq2UoooDtnRudo,37882.29,50,,757.65,5,50
3z5FDHPFQTDo2GYpDZT7XCbSVY9q1ehr7T6Gzuu4UMyx,40138.42,41,,978.99,6,41
4XDsU9vMLfYqRSUtE9Rm8vxpbPLAEQCDHV6P5yrZT3dm,11980.4,15,,798.69,2,15
62tcm1Rr7BagcxgVfe1iYD9fcBnryEw4csvjWMou3hLP,23219.08,32,,725.6,3,32
GDbpkdjsGVUbd95EwUSA9X2zfrWczwpPVJJnUCds45fy,12010.67,17,,706.51,2,17
4pbP7yFr5LGH9TQNvZNJyVF36CKWcxi2gvGm1hxEKeQH,5735.96,9,,637.33,2,9
Ceof7bUR3Nd1NHf3gSrX2WXN25kav7STDZEvaMeZZY5s,11844.54,11,,1076.78,3,11
H7G6jdWDXhGfyQanrc9gCRZwHk6j1WegEP6UY9pfNjqw,31905.22,23,,1387.18,3,23
F2SuErm4MviWJ2HzKXk2nuzBC6xe883CFWUDCPz6cyWm,23135.71,32,,722.99,6,32
9Ri7isEsExjzkJbqCndqe2gHtXEfhsfLmRLxaQ1M98XL,15383.38,29,,530.46,5,29
EJnraMTW6ArGc5JGPJKk1cBAkxh4uWRj8WvL9WTKjPdU,9436.12,16,,589.76,3,16
7oD2TwMqLEbhYMGMfranedPX5ygbPy957R9eUGBBnJHY,49723.19,65,,764.97,5,65
4XMPyWFsYdNcCN4FG8geyytyTeUNacn4QundBzMqbGGT,24328.47,38,,640.22,5,38
3J7ZjmdcrwHMuW8osom4K19ybm1NL1mAP89DpC5MyEWC,26723.73,29,,921.51,3,29
3Aom5SThES1FwXELKYj9z8PiabyT2QP7gemJMWLQ1P4u,11802.04,13,,907.85,2,13
FiVBEPMJqN9YY87qB2tjAHQvurPmV2p6hwfZ2ZJe6agB,12363.16,21,,588.72,2,21
FcksW2AxCqtidkQmCaXGZVivH2CMAmn1PmzPE92Mw7Jh,21593.86,17,,1270.23,2,17
F5poq9Zvuk1wAuStzzb8GQMTFLVriVwdqC3jjRpj5sX6,18769.23,17,,1104.07,2,17
H8s4GoDcABkvykQSS7mUSHTSKUcxivoULUXgZDkjuoUf,18488.97,17,,1087.59,2,17
EATwK1pt1kJbsFeAhAqD52JVWGmNR1L7LMjKUk6mMwQH,5351.55,10,,535.15,2,10
F9oVacH8zfmLcpkArHz8ZFi5XoUYGMBumLi9ciLPmpUi,12533.53,13,,964.12,2,13
DGBvn9PTtii9bhNihxxyZUXfiVQXcVpD64kgXrtBhQMo,24693.27,39,,633.16,2,39
9Ht43PErfRgTUyNQWWN5PnCUd3Q4wYHPSCJENzKmDnU5,28087.19,41,,685.05,2,41
AcULspHXYRmoKkUhKN2WmFo4f8USUkmJtAE1LE2twJ2E,14496.2,25,,579.85,4,25
2h6WT2yEMhpdLQRRX5tm58bEt174sbNZq7tMqzVtm3PW,39064.6,59,,662.11,2,59
FMrLCzfeRZLiawdoj7PRiAyo3kwbYWJ7XWQXgxmeHr8w,45473.44,47,,967.52,5,47
2Ju1JhcvpaPDL8r7n7P1hdXM8n8sQGgKsybpUv4S8sEg,30608.64,40,,765.22,4,40
GWyDsd8YAd9P7ZQGNJoznouid6enrk54ncPFXUAS2JeG,14092.35,15,,939.49,2,15
B48fu9CQDxzTmXoL3Z7onX89fevNagC6tC5uT2nR7HgJ,31328.2,54,,580.15,2,54
E6qaVUPKpM1SiP58bJ7PFVvj6FAvHkPu5NcECCuitPQk,10317.83,14,,736.99,2,14
BDa8TQJWjDWhzABMWbRk7vaFa9BWzkj3DCjuP5UiMVGx,14017.99,22,,637.18,2,22
AD3XDgirYWTDrtztXDyjwzRvwyA5aG5bivaFXnjujXPf,11276.38,18,,626.47,2,18
7GUon9FL2w7bdreBVMpbaKbS5AjCuWHkWCZ51UpLRwYk,15602.51,26,,600.1,2,26
4DkPLqvk2m7C6Dkcs1RTuY2CExwyTE8Uwvt2JTKNKwkA,17179.34,26,,660.74,2,26
BJ4gzJ5Gyqemw7uGA8e6ruZ2mJijLT9PUB3LmfsRzkMu,18159.24,11,,1650.84,2,11
5GEqzNh89HXwor35xrChUEkb5sraVryQ2zVF7CWpXfva,29719.43,48,,619.15,2,48
8CqxW7wSsdyU8zetgP9C6Q3JoLntbpQK9Vpo8ugEuR5L,7450.1,12,,620.84,2,12
7g44HEZ3W1LwM542pj5SGDBMFsmPifGmJgKoy5FcyQpN,4667.7,8,,583.46,2,8
8WK2MZX7vwB6NZDgv6Tf94o8PWsEPq5KD5Zibxj2xedu,22323.39,33,,676.47,3,33
FUuESTpgCxkiVS9q1BzZdrdjoa8zjpX3sjLeDb3vW4zJ,20156.58,14,,1439.76,2,14
79rZrKHN3W6nB1wpRNpyhvNUzftFBfc2ExLnjuHguqBR,34869.67,35,,996.28,3,35
AykCCuEqw6f3Dv47vziCvUMXmEGPPeS1GtxstufTpWG5,9257.47,14,,661.25,2,14
GcnXmGWqSM32QJZiUEUmD5RvQHPYCLHr1FKruYVXXBXh,6645.62,8,,830.7,2,8
31wKdcaPh7CZm8rMcfxtqGVqqpLuEyARDQZVq76dt6iE,13860.94,9,,1540.1,3,9
DgYTJxbTjGQbdv9XwxFG75aE3kvLHpCZQ92VHYVeN4qA,11626.49,13,,894.35,2,13
2r4D3UkCcngcqV18RYvZgSHhnTnEFvkqzXfLERnEoFvW,7326.27,14,,523.31,2,14
BdQUNyUb9ZJ138HcJMu8qJNF8HTPZr4FQKLSt6c4GkLg,47962.56,43,,1115.41,3,43
7h22JWxPmsFTjvqgHH9KmFEWUWGWvBwpFHA5SKGhaVRF,22430.95,24,,934.62,3,24
2tKfSfR7LCggzdHpBzgJQ22Bs59ZH4fKzo6zwrnfJ65o,11080.37,16,,692.52,2,16
h8r68TpPs8vBaW4bnpf3HfD2EKpuznGdfF3DMkqyuFY,5206.08,10,,520.61,2,10
6fh693i4cXwHfuy4FjkT8yMuxdGiGchGUs6k2L7sNmPU,38392.15,56,,685.57,3,56
EC8pL91BEPLLfqNvTLtMwPpYrpCQyv7JLAJycMe2ikDg,5673.76,9,,630.42,2,9
HHMxwB9zpMKVffmPwRwoEv56rQ96agwJ8gra47MY4kUr,18479.82,26,,710.76,2,26
6xvDTr8fSfqeC3DsG7M3ntkPXHj3iPZ3daeSEFH53jXd,15986.65,26,,614.87,2,26
2rcfyZ6BwECc5uTH3sNBFyJZmdqBoDRRvXkjt1hCCwvu,14258.13,22,,648.1,2,22
7b31vYgxhRWbT8raLNWcVqJj311bkM8boRqsZsFY9FS6,9026.31,16,,564.14,2,16
GXdSXyAZAcGVBkU9uiDSHWGWPVabCSKKAW7Qxtfb3ShK,25614.08,33,,776.18,3,33
8SGz9REhsdapjDCWE3SiYMhqXSnDLZ77VE7621KwQbu1,15025.43,10,,1502.54,2,10
5GwbxXzvXwt2VZJVCRjhZqxGWA57VAJK5V9TgnaDuGu6,7703.92,13,,592.61,2,13
D3sovmjANgA8V27e5rnQft8kV3mocSH8gw9zwth3Ba9g,31754.22,44,,721.69,8,44
7NAd2EpYGGeFofpyvgehSXhH5vg6Ry6VRMW2Y6jiqCu1,45865.87,76,,603.5,7,76
BXes9mE5woc4QhHoGVMbpckm3efogt35gN85Kzz9W3xt,11917.29,19,,627.23,2,19
EGWmfFP3XWG6C8pXecmvpyXVUNZTtbp1MqByAfiFLxtK,15108.9,17,,888.76,2,17
CMYVbhLHaRWt63aRpBKFyTYCacFqA7RyHHgMjm7i8tfq,35861.68,42,,853.85,3,42
Dgehc8YMv6dHsiPJVoumvq4pSBkMVvrTgTUg7wdcYJPJ,9026.47,13,,694.34,2,13
7aukKjG9wt9SVdnftTHaidRNzaMdZKS2U6wb1eB81vch,22736.26,36,,631.56,6,36
AEqPi4RCD7uRXmMB5ec6V4ehT74Ra2kEdmqVqtHUmyLh,20879.37,21,,994.26,3,21
FsTa1cDe9myBXsL4VbZRxCyhGqWSfX55sU3a94Eqzvue,35034.54,33,,1061.65,5,33
BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,19200.38,28,,685.73,2,28
APKSDUJTtMmpkNirdyJZCPxKqxGqnPypWpj7FtFhtyT9,22252.91,41,,542.75,2,41
4Qryde4ypcbQ6Ym5zkBwB5bcwqHarsyWZfmzzTgQpp82,19913.21,34,,585.68,7,34
7dCaEtt2YtKiBnHFWrC2pSZU9bbXxHCUgjqPgX9hw6FP,24592.11,43,,571.91,8,43
z1SurXQxDme52e8cQeDjJoq1kzvcmcyrpXonWwr3dAJ,18531.41,26,,712.75,6,26
AGqjivJr1dSv73TVUvdtqAwogzmThzvYMVXjGWg2FYLm,49808.23,68,,732.47,8,68
46HzeQGmanBfeZRt97EC92g5ho7bYq5yde2MQWtSn9eM,19369.49,28,,691.77,4,28
HVFZbV9TzwyUE4dy4vFrLDohpStFUXeiF3nkW3yJRFDE,18029.23,29,,621.7,2,29
BfKHhnkVSzPCdY8fyW4RayqDr7FZXRVLRUHtr3kvAhe1,18800.73,28,,671.45,3,28
6vLysXGZpbyopXekG26T57wCLUH4tvu584W1R2x6SKHH,27987.49,19,,1473.03,2,19
7EmUSAXbyXoGpqLPpurkQ97S4ovMdkbjyYPrKtJHtkqa,9217.42,10,,921.74,2,10
VpnqAkPCRNbgpP5ydcJzPiEKwj1RMMWzyJ3QoAEoSMS,38667.54,35,,1104.79,2,35
jewQZdLmUb3eYGeZXxv3PK8KcYCLk81FKDSWqca6oe2,12945.69,21,,616.46,2,21
243mtg3SMkDWDQvvk8LVHR6a44uo1hcDGEkqwmrhQApm,45590.73,39,,1168.99,2,39
8w1qJfDpdPH7Hi7n8HoG4hWgBFFTQszriAtNWkhzEBoR,9801.17,18,,544.51,2,18
CeZbzsqje88U7GCCrAiGUr5BrZrBJ3AkQMyG9aggDiqQ,9304.41,11,,845.86,2,11
74vnyfbSC1EQrtghpSy9VSsiC91y6j1bWoujiaRGKXvP,7741.11,12,,645.09,2,12
EUFJrVSak4uR8aBU9AEBwXxWrKfEG6GsYFhSbvYLfgg5,10289.43,17,,605.26,3,17
4oZrERHoJmLc3oBo9orpzac3D6EECcFSjHuuVf4JUPiG,13554.42,25,,542.18,2,25
5vQR1rbDHDMSxgeirvxbprZnDBahSYKCnUpH7KEDnQyw,24187.89,40,,604.7,3,40
GqMnb9v6n2aysDvt9qaDucnF6NASYAVXMV6Ey9uuTPQv,6607.9,9,,734.21,2,9
AVGS4uuBhdj44YjDBtUYj1LfFpi6Ei23C1ds42DP6pW4,21054.04,37,,569.03,2,37
DgCDbXRjmwTqBUXuND4rZaqcUX6gCDfvJgXrPX5PkkyY,38033.04,41,,927.64,4,41
CsPxVPKUKrw3R3wcZoYZiU5hBN1hR7ttNnvQ3etk6LD3,28519.19,43,,663.24,2,43
3xcCj9Wz7UFNFfGuexE86fEyUnN3YVHzbvK9SKyZv1VG,28393.35,45,,630.96,3,45
2p2mgFLmzN82sShZeAaBGmj9zFpam4xu8g4g3wqx2ks6,18017.86,23,,783.39,2,23
9SVPC6q15UqCG5hohsCwEJ666ptDVzM7KU5BotNywkEZ,11788.26,22,,535.83,2,22
CL44mtMqkYVd8Hfe5GPd7MbhPVQH7rGupyF2JH8teHA9,6880.59,11,,625.51,2,11
AEqJvvNEEwBQYYPZmLyQCYM7JGAzbNt8hm481D7izQKC,7808.01,9,,867.56,2,9
8ZQDjfthsqExUnt1PVawdDsmTTHk6mWaZpmLkSn64fmt,48015.2,67,,716.64,4,67
j45RVUnzeuekyjJ8SyWzWTUgbU9tMtRKd2sogpzDoBw,12007.75,20,,600.39,2,20
8ScAZgP6kMRxe5qUKTRPa37E5ynuzKwwjYLrJjPDV5W9,23271.9,16,,1454.49,2,16
JC6RNWAYcgQWmw2eWz7kEVCRHWm17chmWhhqirQ25WaB,8657.99,15,,577.2,3,15
JDd3hy3gQn2V982mi1zqhNqUw1GfV2UL6g76STojCJPN,47455.87,65,,730.09,15,65
AvYRMVsYKXwkjah1vbf7V7gBUBEY1DpBKMgW5V3AAmTq,36216.17,64,,565.88,15,64
GSWtPhJmZVWwVneffAnyFUUH4pSXjEorcAZiCo3cueTv,19463.19,21,,926.82,2,21
C4ARzqpvZ4gR3ta89H5Yz7UyPTpRm22BL5U91e5dHTSf,11343.47,17,,667.26,2,17
9M5EQe8N7EPg53qqLi1Ti3UifrkxaHpQL1SvifyFw9Kz,36261.32,34,,1066.51,2,34
EATw6bYA8Axw2KyTxrvUihAnLZUxvGqy7wURU1dhP1Yy,12399.41,16,,774.96,2,16
EATZu7aTr9xZxgice6VYA4YekJdL6qUDFH48VTBXtVDP,12398.97,16,,774.94,2,16
AV8x5uH5qYQp1qSpGN2YZgGh8EjUGqAn3fkxWJbHeip9,15318.82,25,,612.75,2,25
En5AaBtu96ZQTdkjA9FV17ccYUKqgVRaM3rkDW5rJGZs,41002.25,63,,650.83,9,63
6TVRz3iKC5xebLp7jErnhysPqxP8ubq1RimAP7TgjC77,13267.96,17,,780.47,2,17
DSc5bZ3AbVwkpTX8tBtnQGKo8phUprHW3fSH6C3vo6Kf,25868.25,25,,1034.73,2,25
GGGxGxEjNnEpiKLQ7i43kHt9o35uFVeToPWGFAyaVro6,8794.68,11,,799.52,2,11
GMuy9sK9FfrmY89nv16mKtqH3XMRWvpbjpccGbz2dz5k,30184.53,16,,1886.53,2,16
7ry4XmuUHR7bJ1A1NzH6uNEHDcBhmZvhWehiL9jQDJkz,21626.49,33,,655.35,2,33
5qj4fx6jEZj31d1auWtV4rdtVYPd7DgcXgF2nwcZWPnB,4716.84,9,,524.09,2,9
9Gg6Mf8tq9zLSpK8qccrQiue3iE7wmyeogKkGZpnz2w5,11424.81,17,,672.05,4,17
9XFgegrCsTnuAbLtAZP25FxNgzDEQohj8haPJ818BrWV,15061.67,17,,885.98,2,17
Cyn8rHhaZyp5BDZngSpw5HQpksT6oHWY4yrr9DERuw7c,15227.78,19,,801.46,2,19
DnuDHU7W5JBaBKCk5rAPy3LJk8K6isMvgPw7dqnf2RU8,8286.01,9,,920.67,2,9
2WjdcQko1gtg6rruvffRBV66UrtXEWZDHoV6ghkFRhRx,7537.21,9,,837.47,2,9
9hBFax1oEHoGAhnBLCX9QW8mMyc7syFUn1mddL1Qz7Xw,5673.29,6,,945.55,2,6
2k4TkcXnKPQiqBigcUVDe7U67eDcuCRG942wcrDDjj3h,27178.26,35,,776.52,3,35
BeWiVesbqArBxPFjFbuB1LZS6Dz8ycuaaZbEMqcC79Ti,23482.3,36,,652.29,4,36
4fekDY6wwhnwJs8FVVvTb9FeCqoQUTbVsmbWARsNgmYS,20327.31,28,,725.98,2,28
5B52w1ZW9tuwUduueP5J7HXz5AcGfruGoX6YoAudvyxG,37438.5,27,,1386.61,3,27
3WhSoCjw7vej3rCQP679zqP4QHiBHsVqobY1PXzxiY98,37131.3,60,,618.86,2,60
6prcU3q2EvAQAT1Mp15f3euu7dXbeZzs7cDc5A7iYTTs,12943.85,11,,1176.71,3,11
9aEKcbrhmZyiQyuqeq6aPQ18q6EusZXUMCmRiUBNxRv,18726.0,26,,720.23,3,26
8b8KVQs22oUF21EyhFqKYK7MdEmsQ9ZuWL8yqvhGQg5P,6630.38,9,,736.71,2,9
5R9Si1w5fynBjgCafT7VMShtmZvC8jhzcdt1s2NHciXT,39870.52,67,,595.08,4,67
AV7rJHcdD5e8h3WKm3td4NzceguVDr6LYNFZ3eTEYVrf,44010.26,44,,1000.23,2,44
CL8cS3KUGboEstdLUJi1XXq6KzKbdaFAL7TQjEEgL7hr,19521.77,28,,697.21,3,28
3UNPM7X6LbmxUms5ij6zm9P7J1Ev2Wd7TwwXmYrPX3n3,39254.62,67,,585.89,3,67
BaiyK1aJeypxRszgWEUvAanVjNhdkDhk1Zbcu49XVeXq,41263.72,57,,723.92,8,57
FyNrn5ELHtimjCscVqRK11Q59VaH3knzahtcaPpcmSro,49548.67,32,,1548.4,3,32
4vW5grmWnrUs38RBn4NWkTrV9ox2u4y3kxZLT2AX95Bh,5890.71,8,,736.34,2,8
CRWz4NYBzWfC8BtWYnWFD8nJn4BEwC89gGFg52XrS3CE,23575.08,35,,673.57,3,35
2mGNGKYNGCNNz4EXrxz4TPckwGkiyGRNe447HncebYRg,5937.08,11,,539.73,2,11
2e1w3Xo441Ytvwn54wCn8itAXwCKbiizc9ynGEv14Vis,7952.48,15,,530.17,3,15
GoaU6KGkmd9wU8AD8H2dAnjys6aHHXz8eWQALJaBihjj,32934.02,47,,700.72,2,47
CYz139QdCpkk4nigDJp5D3RaezDfysVE3Gv43ERsBbDh,3746.93,6,,624.49,2,6
F84fsPvLcmP1ju8QdZWh6Yo9RLQk2T4P9bmNyazz9mbo,12050.14,10,,1205.01,2,10
HsGj1ao8bJfUgrbCagC8X8QDGwa6zPgg1fnrWgXgE2BX,40749.21,52,,783.64,2,52
GxEhgreM2r8REX3xreA3osvXHFD9jrDghXTDWcB5o1kr,11056.34,19,,581.91,3,19
BRhYfvJukaghQkGH4zQN49dQVsm1HidSnEXaf6VCDeXW,10802.22,19,,568.54,2,19
9BZ3HmYzsz2PP7K5xjRC5NoQfAqnKS31FyNySZTBRWCD,9162.38,16,,572.65,2,16
3QhmQAy4EHW1eSotNhbwFxxYEnGFYZg1EoXos6sg6HR1,27079.11,30,,902.64,2,30
kaiUXfbLaRkCXUd1bT4znGnRBvXqhHZnGcrEkXHvkai,22382.34,21,,1065.83,2,21
6BMP6tv4vWbABbaMnQbwQtGSy6JMZMwFLq8PMpE8e2pJ,39027.11,28,,1393.83,2,28
6BZEMHSX1m17yVtj5iGtUywc6CfSoBLsiUYXAKt9efv2,14976.2,19,,788.22,4,19
2FbbtmK9MN3Zxkz3AnqoAGnRQNy2SVRaAazq2sFSbftM,25380.62,40,,634.52,8,40
AinuuzwUfyDn6a4JgvMUNprvUE3rEKebxaut8Uq8rZuw,13939.12,19,,733.64,4,19
777NtBUTG9tVu8Zp1YuuF3T2Hxi9cJzbbG67cHWi1aZ5,17274.93,23,,751.08,3,23
Hgqc79Kz4QoMBo6jrtvds22Hki98hAx4Rvj5oHRUbKZD,13668.12,20,,683.41,2,20
BKJUz9t3XCvomZEuDt3Zo4VA9SpLejJo36ARowNnxinn,13649.73,15,,909.98,2,15
9WMsvgpQQgtvfV4g2Mm7U6mHRGpVvEmFvQGAAu4aArU8,19419.05,20,,970.95,2,20
6jsUmc8N4tpWB8Q8bcc3QVKXDwm1eqMeALjotB686Ydm,27207.58,30,,906.92,2,30
EuSbp95E6dsyxFcngzNWh1ViwDbH5QXyDp7jgtpXJP3w,16371.77,24,,682.16,2,24
3v6Rbv4AHAxeEVZUJjTLZA9qFHZxmfyMy6p5EHM88reD,13877.33,8,,1734.67,2,8
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk,23177.6,27,,858.43,3,27
G6fUXjMKPJzCY1rveAE6Qm7wy5U3vZgKDJmN1VPAdiZC,30333.18,43,,705.42,3,43
Aemby6yXpjA8CzFoq7cDbgPah5iuTgdnmLt8rFHBTUi8,19502.41,28,,696.51,3,28
9ZzjXiwkGRDBwVHJitfx8AmnN2YUbnqW6M1tH38juEeJ,25216.45,17,,1483.32,2,17
J6TDXvarvpBdPXTaTU8eJbtso1PUCYKGkVtMKUUY8iEa,15962.5,15,,1064.17,2,15
CyaE1VxvBrahnPWkqm5VsdCvyS2QmNht2UFrKJHga54o,35928.57,26,,1381.87,3,26
8kWqeufQi2GBwDafy7ck2wCVa8Ynbi9oBAE1QsF4wQkg,25887.75,26,,995.68,2,26
GieHwaN1AZhGAjbigMvpm3cqHHhWWrrRCBS1eKnxK9QW,12986.73,22,,590.31,4,22
HWvHfS6sYkSkFpo3vftsfKwoBTUbBbTEzeGvvSqTuHyr,40985.32,44,,931.48,3,44
fnEUV4PVMHd4nKbSLVNdNGDpEae4iJdYVnj9vjFZNmy,8460.15,16,,528.76,2,16
2qCVgtkDEKsSbp1SHn1DoMZjQUkDBQaJhAVo3BMvSVJU,7412.65,13,,570.2,3,13
443NSTCBNXJZLZyNnZhmADYMEtN8s29FguDdd7hJARRh,13913.68,17,,818.45,3,17
7xV9RE5FdrAaFgndKq9WGQKj3tF8u92vBgJ7vvNMiKw9,16616.01,17,,977.41,3,17
CkQ772KYpde398EPhhvmceuRFkXShAgo9RDbgHNYa5n1,20353.2,35,,581.52,4,35
BrrhJqh4U2dgURFQ4zjmDdkLRtQZNkiZ4EpSUSTqHWhR,46307.83,42,,1102.57,3,42
EVy6VHwYdgWTFEgCr7YsMR2MgccxkAGz9xiLuC9Ukt6a,17343.72,19,,912.83,2,19
CT8cWzNAe6y5Z6dt5UQEmwfSM8yULNVXQBPG8mT7jeNW,17162.78,19,,903.3,2,19
HopUoDuctkangjxn2xyGuVRQZb8ziVfcBbYNpWCat1GT,20563.86,24,,856.83,2,24
BPAbasb115BHhpjvZnJTYGvcayez1G9Zo4fDawTTJnLc,27376.76,30,,912.56,3,30
77yyEVSJNZX2c9nRM6AdEj6QicP1QTczqrYbktTMnKX1,14397.78,14,,1028.41,2,14
4xxBGBnXqfCyUpsKRix1VaWm15uND2P83ForEzYDngbD,28179.65,42,,670.94,4,42
HgvJkQdM1Spy9QCue7WBgc9cEXMhfdTuLGxm2K827QAs,8172.33,13,,628.64,3,13
9RTva4wSk8E3EWYc8wtF9V94RUQGkemWtt3i8dUtsA4P,36420.06,22,,1655.46,2,22
482vRnyZeLBam8nnNA3qXrrJQUvi6VFdNApvy9gqWbJ6,17925.12,24,,746.88,2,24
C3vE3eUhK1wMgn5uYoxQfhZr65xQ2gPdpbgkMr4XXTPQ,35971.23,29,,1240.39,2,29
9TTkYxJdFSgRUBUe8ee9LvgpNAVBaqjYr5d766aTyXmi,39248.04,51,,769.57,3,51
8cYMFWybdYniwc3HkS4ECJrb5cpAidksKCindjYvYia5,12234.74,8,,1529.34,3,8
4WbeDhRxyj9m8Uh7GZSNpW7DFh989oTFguTE4c2A2cgK,9719.21,14,,694.23,3,14
HUzZ1MrEUXrdPJoAnn5B8uTcshwyyXxFW1EqY2dvcVhe,26028.59,34,,765.55,3,34
CbTiNMLXyrivjdmiyuTmQgjDVXoX7BLapSrgwbz4JGj1,16645.43,24,,693.56,2,24
GcbzUrpGLH4WvNkXWfQY3QdT81GEoa6YW6kAzTpMVT4S,30343.04,48,,632.15,4,48
HjjhSHoQPg2smsB4GxbVGW2hT8nm7748azFsJ4q5VHKX,16458.93,24,,685.79,3,24
FXTc3geaJqtcjcDGFUEyztU9SmBWLXgMSQ7Tc5s8LrLK,31870.71,48,,663.97,2,48
71sFQDXemZcuwrLmihpecyiRjzRZ9vQGbGP7zX4sAL3b,38359.73,43,,892.09,5,43
DJqrz2YcxgW5pj5A2158dXf54J6sCMkcdwcGQE63dRtW,9060.51,12,,755.04,2,12
5d3jQcuUvsuHyZkhdp78FFqc7WogrzZpTtec1X9VNkuE,44195.05,51,,866.57,3,51
4irYk7yaKM6CytSFWp1Rv5CFgXihUrNRgE3Y9fE2Y6kP,19574.71,19,,1030.25,2,19
99xhYx78fZHgcWfghj8yBWc2spQAWKitAB4jnUkA8cQq,12775.99,15,,851.73,2,15
De5ghfnt9D4UktZcePnPZ4Pg7KLHQeELcqAYMARiDpyt,25046.7,35,,715.62,2,35
684bfettrNJUzkLWGHBQAGc2CuJbbFP1XJSqVKNenaNR,19519.4,27,,722.94,2,27
2pYzSAowB6c1aHejJsk4mmW9NDMsg4c9raKXwLsqLJgi,7089.79,9,,787.75,2,9
LebronkTYWjc5J1gtqntdMcbhBXgwRgYcCxMA8JMA17,17606.7,30,,586.89,2,30
FsG3BaPmRTdSrPaivbgJsFNCCa8cPfkUtk8VLWXkHpHP,20672.63,18,,1148.48,2,18
GtcpYy8M8Pvod6AMqEg52h8BuSNEDNpBd5a7GqhigS7E,2938.13,5,,587.63,2,5
32dSeVgjqdde7mtcWkpN39TT2rG2iiUqMypuPRnSi426,9786.58,12,,815.55,2,12
FaK8TnzNemcqMqMfeQBjLBaiBRPKVo4Cgdkzv9Pa2bjJ,49217.17,34,,1447.56,2,34
ALuTuDdaG5qqF1HFXuJ8mDGPyGqzUWqabeiPmKzK8Lk2,29363.97,34,,863.65,6,34
8AerqpAuNEs2ThpcSEYqee3CY4PNnnEtsSenWLESoiwK,19169.11,27,,709.97,5,27
6GFsrGufAwH6S8bYruiqSoXRCmaczWusHvKtiGUd48d2,22286.9,23,,969.0,4,23
H6WbUDm2ojSBENY2E8Fp6K99J1qHcaYgSk3uRxJYawgy,16947.73,22,,770.35,3,22
