wallet_address,trade_volume_usd,trade_count,sol_balance,avg_trade_size_usd,unique_tokens_traded,distinct_transactions
4bqEHneohqzRxoEUteQ2WNX45z3RkGfCWp6ZYsHcC4UY,7037.77,10,,703.78,2,10
3Nf41tpNFJUkcH9a4xkiJCQbn86U2FBAqTdXmNm9HDC4,24944.95,18,,1385.83,2,18
CL9qtYZh7KtChUYX1TYVG8pyaJ5zFZ953cgU1NXbyoF9,11489.68,14,,820.69,2,14
EATaWxwym3irhCQzM6qFk8Pg7FLYmBEuhaC6d7pf2iu8,6943.78,12,,578.65,2,12
Gy4CFrWJ6oeFshg3UEptQ7MANWmghmMqSY1BE8vyWqNc,17270.24,22,,785.01,2,22
5vR2zxMkZXQDcLiXLzGEETAa7L1R3DTL75QN9kRahXjt,21639.33,18,,1202.19,2,18
CNyL8Y2T17MZooyBN7BRjgLfkipL72VhuzmjxA8pCxX9,14806.55,8,,1850.82,2,8
9J5NcLyPSh188J5EoYY5texHiGUV1Fmta94JHpazwA8K,16289.74,14,,1163.55,2,14
EAT1NxdATcWhDPbAfZr5FNFeq2Z8k64wMmS7muvrXUd,3392.63,4,,848.16,2,4
EATUwAj5xgfTfqp45XmAhNcReDCk4TvnMrVMvn9sQ6gG,4705.31,8,,588.16,2,8
8R5tUzX9uVxSoCJLq9nEjUF4FnGuLebUQbNBnTDBQzsc,2374.11,4,,593.53,2,4
3hBP1EYBVu13WUS2UP7TSe23wxZ5X9wUzNUvuQ5QZWd7,16998.19,20,,849.91,3,20
9qtNmP7GAbLiCxWCD6zDwtZJ6PFBkS9bXpm9M16yhmWH,6565.48,9,,729.5,2,9
HsT38Ax5tTwMM61Hqw2e1Nexj1fB4m1dYJjXbfQMnhpk,5912.1,4,,1478.03,2,4
BcfCiZCrekyyFUbbGYCspqs9ARyUAe4z5MtPsggBt2RQ,3805.1,4,,951.28,2,4
EEbBntgNWqtMkk2BiZRtWLVqnMD6YuAktzsZwSCNgmwS,18972.46,10,,1897.25,2,10
HRmQ3CUp5U8UjKbykpoRFB2Jobnv2FiSL1mWLsUc84ME,2501.45,3,,833.82,2,3
